name,average_user_rating,num_user_ratings,min_players,max_players,min_playtime,max_playtime,price_au,price_ca,price_uk
The Game of 49,2.9615384615384617,26.0,2,5,45,45,19.99,19.95,0.00
BraveRats,3.04,25.0,2,2,5,10,0.00,11.99,0.00
Android: Mainframe,3.1739130434782608,23.0,2,4,15,30,43.99,111.52,19.99
Catan Histories: The Settlers of the Stone Age,3.16,25.0,3,4,90,90,0.00,55.24,0.00
Take It Easy!,3.086956521739131,23.0,1,8,20,30,0.00,25.95,0.00
Giants,3.2272727272727275,22.0,3,5,90,90,0.00,0.00,0.00
Catan Histories: Settlers of America Trails to Rails,3.0799999999999996,25.0,3,4,120,120,0.00,76.49,47.65
Love Letter: The Hobbit - The Battle of the Five Armies,3.076923076923077,26.0,2,4,20,30,0.00,84.95,0.00
Chicken Cha Cha Cha,3.318181818181818,22.0,2,4,15,20,0.00,0.00,0.00
Eat Poop You Cat,3.4347826086956523,23.0,3,99,20,20,0.00,0.00,0.00
La Boca,3.12,25.0,3,6,40,40,0.00,199.99,0.00
Deckscape: Test Time,3.1363636363636367,22.0,1,6,30,90,0.00,13.95,11.63
Heroes Wanted,3.2272727272727275,22.0,1,5,45,45,0.00,81.39,47.99
"Lifeboat, the Card Game",3.0833333333333335,24.0,4,6,60,60,0.00,41.69,0.00
Cheaty Mages,2.9629629629629624,27.0,3,6,30,30,21.99,0.00,17.00
Queen's Necklace,2.8148148148148144,27.0,2,4,30,45,29.99,27.39,0.00
Drakon,3.1599999999999993,25.0,2,6,40,60,0.00,0.00,30.99
Factory Fun,3.0869565217391304,23.0,2,5,45,45,0.00,0.00,0.00
Rum & Bones,3.118181818181818,22.0,2,6,30,45,0.00,94.46,83.25
Ground Floor,2.925925925925926,27.0,2,6,90,150,0.00,0.00,0.00
Munchkin Adventure Time,2.9615384615384617,26.0,3,6,60,120,0.00,227.55,0.00
Junta,2.923076923076923,26.0,2,7,120,240,0.00,37.95,0.00
The Dragon & Flagon,3.2738095238095233,21.0,2,8,60,75,0.00,85.81,0.00
Montana,3.1818181818181817,22.0,2,4,45,45,87.99,69.95,0.00
SUPERHOT: The Card Game,3.045454545454545,22.0,1,3,20,40,0.00,17.95,17.89
Ancient Terrible Things,3.238095238095238,21.0,2,4,60,90,0.00,59.99,44.75
Portobello Market,3.1666666666666665,24.0,2,4,35,35,0.00,88.54,0.00
Il Vecchio,3.173913043478261,23.0,2,4,60,60,54.99,165.82,0.00
Thief's Market,2.75,28.0,3,5,30,50,0.00,16.95,0.00
Joraku,3.1363636363636367,22.0,3,4,30,60,0.00,24.83,0.00
Pocket Mars,3.0476190476190474,21.0,1,4,15,30,0.00,0.00,0.00
Arena Roma II,3.1904761904761907,21.0,2,2,30,45,0.00,95.36,0.00
Zoch Verlag Riff Raff Board Game,3.1818181818181817,22.0,2,4,30,30,0.00,111.11,0.00
Discover: Lands Unknown,2.6296296296296293,27.0,1,4,60,120,0.00,45.95,51.91
Dungeon!,2.678571428571429,28.0,1,8,30,45,0.00,23.99,0.00
String Railway,2.8518518518518516,27.0,2,5,30,30,0.00,0.00,0.00
Quarriors! Quarmageddon,3.136363636363636,22.0,2,4,30,36,0.00,60.03,22.96
Mexican Train,2.6874999999999996,32.0,1,8,20,20,0.00,28.77,0.00
Blockers!,3.2727272727272734,22.0,2,5,30,40,0.00,0.00,0.00
Axis & Allies Revised,2.8571428571428568,28.0,2,5,,,0.00,0.00,0.00
Stone Age: The Expansion,2.684782608695652,23.0,2,5,60,90,0.00,41.95,0.00
Prosperity,3.0909090909090913,22.0,2,4,60,60,54.99,44.54,0.00
Robot Turtles,2.869565217391304,23.0,2,5,15,15,0.00,24.95,0.00
Code 777,3.086956521739131,23.0,2,5,60,60,0.00,0.00,0.00
Phoenicia,3.043478260869566,23.0,2,5,90,90,0.00,39.95,42.07
Zombie Dice 2: Double Feature,2.916666666666666,24.0,2,2,12,18,0.00,7.95,0.00
Dancing Eggs,3.0434782608695654,23.0,2,4,10,15,0.00,99.00,0.00
"Going, Going, GONE!",2.88,25.0,2,6,20,20,0.00,44.95,0.00
Parfum,3.034782608695652,23.0,2,4,45,45,0.00,49.90,0.00
Chinese Checkers,2.4473684210526314,38.0,2,6,30,30,0.00,11.95,0.00
Isla Dorada,3.2272727272727275,22.0,3,6,60,60,0.00,416.02,0.00
Tally Ho!,2.92,25.0,,,,,0.00,116.90,21.04
Cargo Noir Board Game,3.0,25.0,2,5,30,90,0.00,393.38,26.86
Animals on Board,3.1904761904761902,21.0,2,4,15,30,0.00,50.62,19.69
Warrior Knights,3.0952380952380953,21.0,,,,,0.00,299.99,0.00
Lagoon: Land of Druids,2.958333333333334,24.0,1,4,60,60,0.00,51.51,0.00
Piece o' Cake,3.1739130434782608,23.0,2,5,20,20,0.00,196.73,0.00
Deadwood,2.8461538461538467,26.0,2,5,30,59,0.00,127.76,0.00
Monopoly Gamer,2.846153846153846,26.0,2,4,45,60,0.00,49.90,0.00
Talisman: The Magical Quest Game,2.7333333333333334,30.0,2,6,240,240,0.00,19.95,0.00
OddVille,3.19047619047619,21.0,2,4,45,45,0.00,27.95,0.00
Control,3.1904761904761902,21.0,2,4,5,15,0.00,0.00,8.94
Rückkehr der Helden,3.0909090909090904,22.0,1,4,90,90,0.00,0.00,0.00
Illuminati: Second Edition,2.8749999999999996,24.0,2,8,60,180,0.00,31.95,0.00
Olympos,2.9565217391304346,23.0,2,5,45,90,0.00,111.46,46.10
Samurai Sword,2.8400000000000003,25.0,3,7,20,40,29.99,22.95,0.00
Risk: The Lord of The Rings,2.620689655172414,29.0,2,4,120,120,0.00,367.80,0.00
Quelf,2.256410256410257,39.0,3,8,60,60,0.00,45.36,0.00
221B Baker Street: The Master Detective Game,2.7037037037037037,27.0,2,6,90,90,0.00,64.99,17.99
Wildlife Safari,2.807692307692307,26.0,2,5,20,30,0.00,49.27,22.29
Walk the Plank!,2.956521739130435,23.0,3,5,20,20,0.00,17.95,0.00
First Orchard,3.142857142857143,21.0,1,4,10,10,0.00,29.74,0.00
A Game of Thrones: The Card Game,2.862068965517241,29.0,2,4,60,120,0.00,46.74,0.00
Dragoon,2.9166666666666665,24.0,2,4,40,60,0.00,45.95,42.07
Portal: The Uncooperative Cake Acquisition Game,2.999999999999999,21.0,2,4,30,45,0.00,79.95,0.00
Star Trek: Five Year Mission,2.7500000000000004,24.0,3,7,30,45,0.00,53.46,0.00
Friday The 13th,2.913043478260869,23.0,3,6,30,30,0.00,0.00,0.00
Farkel,2.5172413793103448,29.0,2,6,30,30,0.00,20.55,0.00
Stick 'Em,2.4827586206896552,29.0,3,8,30,60,21.99,13.95,11.99
Happy Pigs,3.0,21.0,3,6,30,45,0.00,134.65,0.00
Electronic Catch Phrase,2.85064935064935,22.0,4,99,20,20,0.00,25.59,0.00
Black Stories,2.9886363636363633,22.0,2,15,,,0.00,39.95,0.00
13 Dead End Drive,3.0,23.0,2,4,45,45,0.00,295.81,0.00
Rage,3.047619047619047,21.0,2,10,45,45,0.00,17.27,0.00
Sid Meier's Civilization: The Boardgame,2.6799999999999997,25.0,2,6,120,360,0.00,0.00,0.00
Karmaka,2.8636363636363633,22.0,2,4,25,60,0.00,34.95,0.00
Chez Geek House Party Edition,2.571428571428571,28.0,2,5,60,60,46.99,30.95,0.00
Super Munchkin,2.592592592592592,27.0,2,8,60,75,0.00,41.87,21.49
Brew Crafters: Travel Card Game,2.904761904761905,21.0,2,4,30,45,0.00,8.95,6.29
Superfight,2.566666666666667,30.0,3,10,30,30,0.00,34.00,25.95
Munchkin Bites!,2.791666666666667,24.0,3,6,90,90,0.00,20.95,0.00
Gang of Four,2.8181818181818183,22.0,3,4,40,60,0.00,0.00,6.27
Infinite City,2.8,25.0,2,6,45,45,0.00,28.95,0.00
Careers Game,2.9523809523809526,21.0,,,,,0.00,0.00,0.00
Rat-A-Tat Cat,2.8476190476190473,21.0,2,6,10,10,19.99,13.95,9.29
Guess Who?,2.2571428571428576,35.0,2,2,20,20,0.00,19.95,14.31
Relic Runners,2.8095238095238093,21.0,2,5,40,80,0.00,66.95,0.00
Kittens in a Blender,2.3870967741935485,31.0,2,4,20,40,23.99,15.95,13.42
Dragon Slayer,2.583333333333333,24.0,2,5,15,15,0.00,18.72,0.00
Okey Dokey,2.7727272727272725,22.0,1,5,15,30,0.00,11.95,0.00
Arcana,2.857142857142857,21.0,2,4,60,60,0.00,0.00,0.00
Panic Station,2.7142857142857144,21.0,4,6,30,45,0.00,0.00,0.00
Lunch Money,2.636363636363637,22.0,2,4,20,20,27.99,25.36,31.48
The Oregon Trail Card Game,1.6590909090909094,44.0,2,6,30,60,0.00,42.49,0.00
The Hobbit,2.666666666666667,21.0,2,5,30,45,0.00,29.95,0.00
Masterpiece: The Classic Art Auction Game,2.619047619047619,21.0,3,6,60,60,0.00,0.00,0.00
Twister,1.8390804597701147,39.0,2,4,10,10,0.00,22.99,14.99
Operation,1.8205128205128205,39.0,1,6,10,10,0.00,16.88,16.49
The Red Dragon Inn 3,2.761904761904762,21.0,2,4,60,60,54.99,32.95,29.99
MindTrap: Classic Edition,2.4090909090909096,22.0,2,16,60,60,0.00,0.00,0.00
Mad Gab,2.1149425287356323,29.0,,,,,0.00,17.95,0.00
Trouble Game,1.6511627906976745,43.0,2,4,45,45,19.99,24.48,0.00
Mouse Trap,1.9032258064516125,31.0,2,4,30,30,0.00,47.77,0.00
Payday,2.115384615384615,26.0,2,6,30,30,0.00,22.97,0.00
Candy Land,1.2830188679245285,53.0,2,4,30,30,0.00,15.95,0.00
Blackjack,2.476190476190476,21.0,2,10,30,30,0.00,0.00,0.00
LCR,1.8125000000000002,32.0,3,12,20,20,11.99,12.57,0.00
Hungry Hungry Hippos,1.7999999999999996,30.0,2,4,10,10,0.00,23.95,16.11
Poo,2.0,21.0,2,2,10,10,0.00,0.00,0.00
Memory,1.8863636363636362,22.0,2,6,30,30,0.00,10.95,0.00
Chutes and Ladders,1.069767441860465,43.0,2,6,15,45,0.00,18.78,0.00
Go Fish!,1.6086956521739129,23.0,,,,,0.00,33.61,0.00
Old Maid,1.5714285714285714,21.0,2,6,,,0.00,18.51,0.00
Tic-Tac-Toe,1.088235294117647,34.0,2,2,1,1,0.00,14.99,21.48
Munchkin 2: Unnatural Axe,2.7317073170731705,41.0,2,6,60,60,0.00,17.95,14.13
Munchkin Zombies,2.652173913043478,23.0,3,6,60,60,31.99,32.00,17.29
Munchkin 3: Clerical Errors,2.666666666666666,30.0,2,6,60,60,27.99,39.99,14.99
Risk (Revised Edition),2.5000000000000004,24.0,3,5,90,90,0.00,0.00,0.00
Blink,2.5217391304347827,23.0,2,3,10,10,0.00,12.89,0.00
Dingo's Dreams,2.4285714285714284,21.0,2,4,15,30,0.00,0.00,0.00
Exploding Kittens: NSFW Edition,2.412371134020619,97.0,2,5,10,20,33.99,24.95,17.99
What Do You Meme?,2.272727272727272,22.0,3,20,30,90,0.00,29.95,0.00
Scrabble Slam,2.238095238095238,21.0,2,4,15,15,0.00,0.00,0.00
Tri-Ominos,2.1739130434782603,23.0,2,6,30,30,0.00,16.97,0.00
In A Pickle,2.09375,32.0,2,6,20,20,19.99,129.16,9.29
Spirit Island: Promo Pack 1,4.6020408163265305,21.0,1,4,90,120,0.00,0.00,0.00
Twilight Imperium: First Edition,2.6666666666666665,6.0,2,6,240,240,0.00,0.00,0.00
John Company,3.4444444444444438,18.0,1,6,90,180,0.00,569.41,0.00
18Chesapeake,4.444444444444445,9.0,2,6,180,180,0.00,0.00,0.00
Northern Pacific,3.8235294117647056,17.0,2,6,30,45,0.00,53.75,29.32
Yellow & Yangtze,3.777777777777777,18.0,2,4,90,120,0.00,75.35,38.79
Pax Pamir,3.388888888888889,18.0,2,5,60,120,0.00,119.95,0.00
Middara,4.0,3.0,1,4,60,60,0.00,0.00,0.00
City of the Big Shoulders,4.066666666666666,15.0,2,4,120,180,109.99,0.00,0.00
Cloudspire,3.68421052631579,19.0,1,4,90,180,0.00,190.00,0.00
Avalon,4.0,1.0,3,6,45,45,0.00,0.00,0.00
Dune,3.5,2.0,2,4,90,90,0.00,0.00,31.29
Mythic Battles: Pantheon,3.9473684210526314,19.0,2,4,60,90,0.00,0.00,0.00
Falling Sky: The Gallic Revolt Against Caesar,3.642857142857143,7.0,1,4,180,360,0.00,77.95,63.99
1817,3.9999999999999996,8.0,3,7,300,480,0.00,0.00,0.00
DinoGenics,3.6999999999999997,10.0,2,5,90,120,0.00,132.95,0.00
A Distant Plain,3.3076923076923084,13.0,1,4,180,240,134.99,76.95,69.82
Ice Team,3.3333333333333335,3.0,2,2,20,20,0.00,25.49,17.99
Batman: Gotham City Chronicles,3.875,16.0,2,4,60,90,0.00,0.00,0.00
Blood on the Clocktower,4.142857142857143,7.0,5,20,30,120,0.00,0.00,114.09
Seal Team Flix,3.7142857142857144,7.0,1,4,60,90,0.00,61.95,0.00
Fire in the Lake,3.6428571428571423,14.0,1,4,180,240,0.00,42.95,76.08
Bus: Transit Demands It,3.416666666666667,12.0,2,3,20,20,0.00,0.00,0.00
Mage Knight,3.3333333333333335,9.0,2,4,60,60,0.00,82.95,0.00
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",3.8400000000000003,15.0,2,4,120,180,109.99,64.95,47.79
Exit,0.0,0.0,2,2,10,10,0.00,0.00,0.00
Tokyo Highway,3.2222222222222228,18.0,2,2,30,50,69.99,0.00,0.00
Skulk Hollow,4.0,13.0,2,2,40,40,0.00,49.95,36.02
Frosthaven,3.2,5.0,1,4,30,120,0.00,164.95,0.00
Tramways,3.692307692307692,13.0,1,5,120,120,0.00,0.00,0.00
Street Masters,4.111111111111111,9.0,1,4,45,120,0.00,128.57,0.00
Etherfields,4.0,5.0,1,4,45,90,0.00,0.00,0.00
Spy Club,3.5333333333333328,15.0,2,4,30,45,0.00,43.95,37.59
Robinson Crusoe,0.0,0.0,2,4,,,0.00,0.00,0.00
Harvest,3.5294117647058822,17.0,2,4,30,75,0.00,114.18,35.80
Forgotten Waters,4.722222222222222,18.0,3,7,120,240,77.99,61.95,42.79
High Frontier Expansion,3.5555555555555554,9.0,1,5,180,180,0.00,449.17,0.00
Haven,3.4,15.0,2,2,30,45,0.00,179.98,0.00
Pax Transhumanity,4.0,6.0,2,4,60,150,0.00,43.95,35.00
Nova Luna,4.0,13.0,1,4,30,60,59.99,42.71,24.00
Bosk,3.5625,16.0,2,4,20,40,63.99,37.95,32.99
Heroes of Terrinoth,3.6842105263157894,19.0,1,4,45,60,53.99,42.49,29.79
Zombie Kidz Evolution,3.9166666666666665,12.0,2,4,5,15,29.99,22.99,15.79
An Infamous Traffic,3.4444444444444446,9.0,2,5,45,90,0.00,0.00,0.00
Churchill,3.85,20.0,1,3,120,150,129.99,83.95,80.56
Aerion,3.9705882352941178,17.0,1,2,15,30,36.99,0.00,19.79
Heart of Crown,3.733333333333333,15.0,2,4,60,75,0.00,82.85,0.00
Clockwork Wars,4.083333333333333,12.0,2,4,60,90,0.00,86.95,25.99
Element,3.3,20.0,2,4,30,60,39.99,0.00,30.43
Navajo Wars,3.666666666666667,12.0,1,2,120,120,124.99,66.95,59.49
Slam It!,0.0,0.0,2,12,10,20,0.00,0.00,4.29
Sakura Arms,4.0,9.0,2,2,10,20,0.00,36.62,26.85
Machina Arcana,3.1666666666666665,6.0,1,4,150,150,0.00,0.00,0.00
Coup,0.0,0.0,2,2,60,60,0.00,0.00,10.49
Empires,3.3636363636363638,11.0,2,10,30,60,0.00,69.51,0.00
Circadians: First Light,4.125,16.0,1,4,60,90,84.99,54.95,49.99
Sabotage,3.8181818181818175,11.0,2,4,60,90,0.00,72.95,0.00
Project: ELITE,3.5,14.0,1,4,30,30,0.00,98.95,0.00
Legendary Encounters: An Alien Deck Building Game Expansion,4.166666666666667,6.0,1,5,45,45,0.00,44.95,0.00
Bios: Megafauna,3.1111111111111116,9.0,1,4,60,120,0.00,388.54,60.00
Shobu,3.8,15.0,2,2,20,30,0.00,27.95,22.29
The Fox in the Forest Duet,3.8461538461538454,13.0,2,2,30,30,21.99,13.95,11.29
Escape the Dark Castle,3.2222222222222223,18.0,1,4,20,45,0.00,109.15,22.29
Village Pillage,3.4375,16.0,2,5,20,20,0.00,19.95,15.49
Last Bastion,3.5,6.0,1,4,45,60,69.99,67.99,28.79
My City,4.666666666666667,3.0,2,4,45,45,54.99,31.95,27.49
Eclipse,0.0,0.0,2,2,15,15,0.00,0.00,60.86
BattleCON: War of Indines,3.7777777777777772,18.0,2,2,30,30,0.00,69.50,0.00
Netrunner,3.555555555555555,18.0,2,2,45,45,0.00,0.00,0.00
Bridge,3.3157894736842106,19.0,4,4,60,60,0.00,0.00,0.00
Edge of Darkness,3.647058823529412,17.0,2,4,120,120,0.00,0.00,0.00
Andean Abyss,3.3000000000000003,10.0,1,4,270,360,134.99,71.95,0.00
Blood Bowl,2.6666666666666665,3.0,2,2,120,120,0.00,0.00,15.29
Obscurio,3.5,20.0,2,8,40,40,74.99,45.95,28.99
Aeon's End: The New Age,4.625,16.0,1,4,60,60,71.99,54.89,53.70
Ankh,3.0,1.0,2,5,30,30,0.00,0.00,0.00
Fields of Fire,3.3333333333333335,6.0,1,1,60,120,128.99,74.95,0.00
Sekigahara,0.0,0.0,2,2,320,320,0.00,0.00,0.00
Three Kingdoms Redux,3.5263157894736845,19.0,3,3,120,150,0.00,270.99,0.00
Fireball Island,2.923076923076923,13.0,2,4,45,45,0.00,0.00,0.00
18Lilliput,3.357142857142857,14.0,1,4,60,90,0.00,0.00,0.00
Spirit Island: Jagged Earth,4.833333333333333,6.0,1,6,90,120,89.99,55.95,44.75
Kanban EV,4.5,2.0,1,4,60,180,0.00,174.95,0.00
18MEX,3.625,8.0,3,5,210,210,0.00,0.00,0.00
Sleeping Gods,4.0,1.0,1,4,60,1200,0.00,79.95,76.08
Yavalath,3.0,4.0,2,3,10,10,0.00,0.00,0.00
New York Zoo,4.25,4.0,1,5,30,60,59.99,39.95,27.12
Greenland,3.4615384615384617,13.0,1,3,60,120,0.00,39.95,32.00
Hemloch,3.2,5.0,2,2,30,30,0.00,0.00,0.00
Imperial Struggle,4.444444444444445,9.0,2,2,120,240,107.99,46.95,42.79
Cooper Island,3.8125,16.0,2,4,60,120,79.99,59.95,46.95
Flatline,3.3499999999999996,20.0,1,5,25,45,0.00,42.95,44.75
Talon,3.4444444444444446,9.0,2,6,60,90,0.00,282.14,0.00
Chaosmos,3.6666666666666665,15.0,2,4,60,90,0.00,0.00,0.00
Conquest of Paradise,3.3333333333333335,15.0,1,4,60,90,99.99,292.99,41.79
Deep Madness,3.9,10.0,1,6,60,120,0.00,117.95,0.00
Star Trek: Frontiers,4.157894736842105,19.0,1,4,60,120,0.00,0.00,58.50
Maiden's Quest,3.3846153846153846,13.0,1,5,10,30,0.00,20.95,0.00
Empyreal: Spells & Steam,4.090909090909091,11.0,2,6,30,75,0.00,79.95,71.99
Detective: City of Angels,4.111111111111111,18.0,1,5,30,150,134.99,115.95,71.99
Hunt for the Ring,3.4615384615384617,13.0,2,5,90,120,0.00,44.99,35.23
Claim,3.076923076923077,13.0,2,2,25,25,0.00,14.95,0.00
Merchant of Venus,3.8235294117647065,17.0,1,6,180,180,0.00,83.95,0.00
Imhotep: The Duel,3.642857142857143,14.0,2,2,30,30,31.99,17.99,14.79
Power Grid: Deluxe,0.0,0.0,2,6,90,120,0.00,69.95,0.00
Comanauts,4.0,7.0,2,4,60,120,0.00,39.00,0.00
Museum,3.4117647058823533,17.0,2,4,30,60,0.00,59.95,40.79
This Guilty Land,3.25,4.0,2,2,45,45,0.00,0.00,0.00
Timeline,3.1666666666666665,12.0,2,8,15,15,0.00,0.00,0.00
Cash,0.0,0.0,3,6,20,20,0.00,0.00,0.00
Masters of Venice,3.333333333333333,6.0,2,5,90,90,0.00,46.01,0.00
Shadowrift,3.75,16.0,1,6,45,120,0.00,64.95,0.00
Crystal Clans,3.058823529411765,17.0,2,2,30,60,46.99,37.69,33.11
Bites,4.0,5.0,2,5,20,20,0.00,0.00,0.00
Dwellings of Eldervale,5.0,9.0,1,5,60,150,0.00,87.95,143.61
Smartphone Inc.,3.9999999999999996,14.0,1,5,90,90,87.99,57.95,47.95
Ride the Rails,3.8,5.0,3,5,45,60,0.00,40.95,0.00
Iwari,3.5,4.0,2,5,45,45,84.99,67.74,36.79
Sprawlopolis,0.0,0.0,1,4,15,20,0.00,0.00,9.27
HATE,4.0,9.0,2,6,60,120,0.00,309.28,0.00
Fleet: Wharfside,3.3750000000000004,8.0,2,4,20,30,0.00,38.72,0.00
Shogi,4.0,9.0,2,2,60,60,0.00,22.50,0.00
Burke's Gambit,2.727272727272727,11.0,4,8,20,20,0.00,0.00,0.00
Who Goes There?,3.3333333333333335,9.0,3,6,90,110,0.00,62.95,0.00
Antike II,3.5178571428571423,14.0,3,6,90,120,0.00,94.77,50.36
The King's Dilemma,3.8,15.0,3,5,45,60,0.00,66.95,58.50
Raids,3.2222222222222223,9.0,2,4,40,60,44.99,29.92,15.72
Chimera,3.4000000000000004,10.0,3,3,45,45,0.00,66.29,0.00
Wildlands: The Thorns & the Roses,0.0,0.0,2,4,30,60,0.00,0.00,0.00
SOL,1.0,1.0,2,8,30,60,0.00,0.00,32.23
Hex,2.875,8.0,2,2,20,20,0.00,65.95,0.00
Monolith Arena,3.6,5.0,2,4,30,30,54.99,44.95,28.95
Bios: Genesis,3.3368421052631576,19.0,1,4,60,120,0.00,0.00,0.00
Pandemic: Rapid Response,3.3157894736842106,19.0,2,4,20,20,57.99,41.99,31.49
Caper,3.6,5.0,2,2,20,30,0.00,0.00,0.00
Chocolate Factory,3.307692307692308,13.0,1,4,45,90,84.99,53.95,34.79
Illimat,3.5555555555555554,18.0,2,4,15,60,47.99,31.95,33.11
Canvas,4.5,2.0,1,5,25,35,0.00,0.00,0.00
Fiasco,3.0,1.0,3,5,120,180,0.00,37.03,0.00
Eclipse: Second Dawn for the Galaxy,4.692307692307692,13.0,2,6,60,200,249.99,164.95,118.17
Atlantis Rising,3.142857142857143,7.0,2,6,30,90,89.99,59.95,47.65
Puzzle Strike,3.1875000000000004,16.0,2,4,20,20,0.00,0.00,0.00
The Search for Planet X,4.363636363636364,11.0,2,4,60,60,64.99,0.00,29.56
Lignum,3.75,8.0,2,4,90,120,0.00,64.95,0.00
passtally,3.3000000000000003,10.0,2,3,30,40,43.99,26.95,20.99
Battlestar Galactica,1.0,1.0,,,,,0.00,0.00,0.00
Cataclysm: A Second World War,3.9166666666666665,12.0,2,5,90,600,132.99,102.99,57.78
Deception,0.0,0.0,2,5,10,10,0.00,0.00,0.00
We're Doomed!,3.111111111111111,9.0,4,10,15,15,47.99,31.95,31.49
Aquatica,3.625,16.0,1,4,30,60,64.99,42.95,35.95
Pandemic Legacy: Season 0,5.0,6.0,2,4,45,60,104.99,88.95,54.79
Mandala,3.6666666666666665,3.0,2,5,15,15,0.00,0.00,15.75
Salem 1692,3.388888888888889,18.0,4,12,25,35,36.99,24.95,16.49
Nine Tiles,2.8,5.0,2,4,15,15,0.00,0.00,0.00
Viscounts of the West Kingdom,4.6,15.0,1,4,60,90,84.99,49.95,38.29
1882: Assiniboia,5.0,1.0,2,6,120,180,0.00,0.00,0.00
Robinson Crusoe,0.0,0.0,2,6,30,30,0.00,0.00,0.00
Robinson Crusoe,0.0,0.0,2,4,10,10,0.00,0.00,0.00
Mandala,4.133333333333335,15.0,2,2,20,20,44.99,31.49,0.00
Iron Dragon,3.3750000000000004,8.0,2,6,240,240,0.00,197.77,58.18
"Spot it! 1,2,3",2.8571428571428568,7.0,2,6,15,15,17.99,11.99,11.63
Catch the Moon,3.230769230769231,13.0,2,6,20,30,0.00,0.00,22.38
Vast: The Mysterious Manor,3.7272727272727266,11.0,1,5,60,120,79.99,54.99,57.99
18CZ,3.9999999999999996,8.0,2,6,250,250,0.00,0.00,0.00
Spell Smashers,3.25,12.0,1,5,45,60,59.99,37.95,42.07
Mistfall,3.235294117647059,17.0,1,4,90,180,0.00,43.82,0.00
After The Virus,3.4615384615384612,13.0,1,3,30,90,0.00,23.95,20.58
Tiny Epic Dinosaurs,3.9090909090909087,11.0,1,4,30,60,51.99,26.89,22.79
Neom: Create the City of Tomorrow,3.7499999999999996,12.0,1,5,45,60,0.00,55.24,29.59
Pantheon,3.5999999999999996,10.0,,,,,0.00,140.73,0.00
Clinic,3.5714285714285716,7.0,2,4,120,120,84.99,79.95,46.55
Star Fleet Battles,3.5714285714285716,7.0,2,2,180,180,0.00,0.00,0.00
Dokmus,3.35,20.0,2,4,20,40,44.99,22.47,28.00
Sorcerer City,3.999999999999999,17.0,1,6,45,60,81.99,49.95,40.79
Shadows: Amsterdam,3.4000000000000004,10.0,2,2,20,20,0.00,14.95,20.58
Mantis Falls,5.0,1.0,2,3,60,120,0.00,0.00,0.00
Gaslands,3.7777777777777772,9.0,2,8,45,90,0.00,10.89,0.00
Nagaraja,3.862745098039216,17.0,2,2,30,30,56.99,45.99,0.00
Zombicide Survivor: Lea,4.0,2.0,,,,,0.00,0.00,0.00
Machi Koro Legacy,4.416666666666667,12.0,2,4,30,45,64.99,44.89,38.95
Risk: Europe,3.3636363636363638,11.0,2,4,60,180,0.00,43.95,0.00
13 Clues,3.5,8.0,2,6,30,45,0.00,141.31,26.85
Castellion,3.157894736842105,19.0,1,2,15,30,35.99,0.00,0.00
Rurik: Dawn of Kiev,4.0,20.0,1,4,60,120,124.99,0.00,64.79
Let's Make a Bus Route,3.1666666666666665,18.0,2,5,20,30,0.00,0.00,0.00
Crisis,3.3269230769230775,13.0,1,5,45,120,0.00,62.95,39.29
Seventh Cross,0.0,0.0,2,6,0,0,0.00,0.00,0.00
For-Ex,2.8,5.0,2,6,90,90,0.00,94.95,0.00
Hand of Fate: Ordeals,3.5454545454545454,11.0,1,4,30,120,0.00,110.84,49.23
Detective Club,3.8461538461538463,13.0,4,8,45,45,0.00,33.99,24.79
Illuminati,3.0625,16.0,2,6,120,180,0.00,0.00,0.00
Songbirds,3.368421052631579,19.0,1,4,20,20,29.99,0.00,16.99
Altar Quest,3.6666666666666665,3.0,1,4,30,90,0.00,164.99,97.79
Oh Hell,3.0526315789473686,19.0,3,7,30,30,0.00,0.00,0.00
Obsession,2.0,2.0,2,2,30,30,0.00,0.00,0.00
Super Fantasy Brawl,4.333333333333333,3.0,2,2,30,45,0.00,0.00,31.95
Nemesis,0.0,0.0,2,2,30,30,0.00,0.00,0.00
Kariba,4.0,2.0,2,6,20,20,0.00,13.99,8.49
Mariposas,4.25,4.0,2,5,45,75,64.99,41.95,36.79
Unicornus Knights,3.5000000000000004,8.0,2,6,90,120,0.00,47.95,44.75
Dungeon Alliance,3.9285714285714284,14.0,1,4,60,180,0.00,72.95,60.99
Advanced Squad Leader,3.3157894736842106,19.0,2,2,120,480,0.00,0.00,0.00
Conspirator,4.666666666666667,3.0,8,35,15,60,0.00,0.00,0.00
Microscope,0.0,0.0,,,,,0.00,56.54,0.00
Spirits of the Forest,3.5294117647058822,17.0,1,4,20,30,29.99,0.00,17.00
The North,4.0,5.0,2,2,30,30,0.00,0.00,0.00
Project L,3.5,2.0,1,4,20,40,0.00,46.99,19.95
Key Flow,3.5,18.0,2,6,60,90,84.99,63.95,27.00
Quirky Circuits,3.5714285714285716,7.0,2,4,15,30,64.99,55.99,35.49
XENON Profiteer,3.6000000000000005,15.0,2,4,30,45,0.00,32.95,0.00
Pueblo,3.2142857142857144,14.0,2,4,60,60,0.00,0.00,0.00
Virgin Queen,3.5,10.0,2,6,420,420,0.00,0.00,0.00
Pavlov's House,4.142857142857143,7.0,1,3,60,75,0.00,156.90,0.00
Seasons of Rice,3.571428571428571,7.0,2,2,10,15,0.00,0.00,0.00
